Puntuaje,Tipo de Pago,Título comentario,Cuerpo comentario,Cuotas de pago,Valor del pago,Categoría producto,Peso producto (g),Largo producto (cm),Ancho producto (cm),Alto producto (cm),Ciudad cliente,Estado orden,Precio envío,ID vendedor,Secuencia de pago,Tiempo compra pedido,Fecha de cargo,Fecha de entrega prevista,Fecha estimada de entrega,Creación comentario,Lapso tiempo respuesta,Ciudad vendedor,Estado vendedor,Estado cliente,Fecha límite de envío
4,credit_card,,Material de boa qualidade e bonito..Só achei que fosse maior!!! ,10,158.13,luggage_accessories,1400.0,55.0,25.0,40.0,machado,delivered,18.23,d1b65fc7debc3361ea86b5f14c68d2e2,1,2017-06-29 00:10:22,2017-06-29 10:27:32,2017-07-12 15:36:50,2017-07-24 00:00:00,2017-07-13 00:00:00,2017-07-14 02:18:02,mogi guacu,SP,MG,2017-07-06 00:23:32
3,credit_card,,"Comprei três unidades de um mesmo produto e me entregaram apenas duas.Mas estou aguardando,pois o prazo para entrega é até dia 07/05/2018.Só acho que, se é o mesmo produto,deveriam entregar tudo junto",3,185.79,furniture_decor,650.0,25.0,25.0,25.0,conceicao da aparecida,delivered,22.93,5343d0649eca2a983820bfe93fc4d17e,1,2018-04-09 20:40:30,2018-04-10 19:35:42,2018-04-17 19:22:45,2018-05-07 00:00:00,2018-04-18 00:00:00,2018-04-26 17:05:35,santo andre,SP,MG,2018-04-13 20:55:34
5,debit_card,Muito bom,Fiquei satisfeita com a compra e o atendimento. Obrigada,1,285.98,stationery,350.0,24.0,14.0,7.0,curitiba,delivered,16.98,aba1721a889e04decc910aa13b768ef4,1,2018-08-21 10:57:15,2018-08-25 13:48:00,2018-08-29 12:54:44,2018-08-31 00:00:00,2018-08-30 00:00:00,2018-08-30 17:09:34,sao paulo,SP,PR,2018-08-23 14:10:27
5,credit_card,,gostei muito dos produtos .. pretendo comprar outros .,3,89.17,bed_bath_table,2800.0,45.0,35.0,15.0,rio de janeiro,delivered,15.27,4a3ca9315b744ce9f8e9374361493884,1,2017-05-10 10:39:56,2017-05-17 15:00:46,2017-05-23 16:55:57,2017-05-31 00:00:00,2017-05-24 00:00:00,2017-05-25 21:16:00,ibitinga,SP,RJ,2017-05-17 10:50:13
5,credit_card,Satisfação,"Fiquei muito feliz com minha compra, os produtos chegaram bem antes da data prevista fiquei até surpresa, mercadoria bem embalada e tudo certinho. Amei e super recomendo.",6,797.38,health_beauty,900.0,25.0,38.0,12.0,jaboatao dos guararapes,delivered,34.69,ccc4bbb5f32a6ab2b7066a4130f114e3,1,2018-06-13 08:52:03,2018-06-13 15:56:00,2018-06-22 22:26:42,2018-07-13 00:00:00,2018-06-23 00:00:00,2018-06-26 09:22:24,curitiba,PR,PE,2018-06-15 09:16:09
5,credit_card,Parabéns ,Ótimo produto,1,37.46,telephony,188.0,17.0,12.0,6.0,sao paulo,delivered,7.47,b76dba6c951ab00dc4edf0a1aa88037e,1,2018-08-27 20:03:07,2018-08-28 12:07:00,2018-08-30 18:48:47,2018-08-31 00:00:00,2018-08-31 00:00:00,2018-09-01 03:06:05,sao paulo,SP,SP,2018-08-30 20:15:23
1,credit_card,Recebi parte do produto,Só chegou o acoplamento dos carro. O carrinho e bebe conforto não veio.,6,1138.39,baby,15800.0,38.0,57.0,62.0,salvador,delivered,31.4,5dceca129747e92ff8ef7a997dc4f8ca,1,2018-04-08 19:22:37,2018-04-11 19:36:46,2018-05-02 18:32:03,2018-05-07 00:00:00,2018-05-03 00:00:00,2018-05-03 22:19:52,santa barbara d´oeste,SP,BA,2018-04-16 17:09:33
5,boleto,,Comprar na stark e comprar certa entrega e atualiza o status do pedido via email recomendo a todos,1,346.51,furniture_decor,2400.0,19.0,16.0,7.0,botupora,delivered,21.51,575df70bde3f9f2b30bf8d2e9910d725,1,2017-12-19 14:34:23,2018-01-09 17:12:59,2018-01-22 10:51:41,2018-01-23 00:00:00,2018-01-23 00:00:00,2018-01-23 15:07:33,sao jose do rio preto,SP,BA,2017-12-28 02:11:19
1,credit_card,,É a primeira vez que não me entregam um produto. Fora isso nunca tive problemas com o site. Agora só espero meu dinheiro de volta.,2,67.04,watches_gifts,425.0,24.0,22.0,5.0,campinas,delivered,14.54,86ccac0b835037332a596a33b6949ee1,1,2017-04-14 23:45:31,2017-04-19 16:06:27,2017-05-17 09:42:30,2017-05-17 00:00:00,2017-05-18 00:00:00,2017-05-19 01:31:27,blumenau,SC,SP,2017-04-20 01:05:23
1,credit_card,,Comprei um relógio branco me mandaram preto,3,76.78,watches_gifts,250.0,16.0,11.0,2.0,sao paulo,delivered,7.78,6560211a19b47992c3666cc44a7e94c0,1,2018-02-06 13:05:21,2018-02-07 21:51:28,2018-02-09 19:13:04,2018-02-22 00:00:00,2018-02-10 00:00:00,2018-02-10 23:56:22,sao paulo,SP,SP,2018-02-12 13:15:39
5,credit_card,Entrega Rapida,Recebi o produto em tempo recorde e da forma solicitada. ,3,113.05,sports_leisure,875.0,40.0,20.0,26.0,sao paulo,delivered,14.05,02f623a8eb246f3c5f7c2f96462654e6,1,2018-05-16 16:18:16,2018-05-17 14:11:00,2018-05-22 11:41:51,2018-05-30 00:00:00,2018-05-23 00:00:00,2018-05-23 15:20:52,botucatu,SP,SP,2018-05-22 16:31:16
5,credit_card,Excelente,Compro e recomendo,1,113.35,watches_gifts,1000.0,53.0,18.0,8.0,guarapari,delivered,8.35,634964b17796e64304cadf1ad3050fb7,1,2018-04-24 21:16:09,2018-04-30 17:10:00,2018-05-09 19:52:02,2018-05-21 00:00:00,2018-05-10 00:00:00,2018-05-13 00:20:01,rio de janeiro,RJ,ES,2018-05-01 21:30:28
5,credit_card,Ótima loja virtual ,Loja muito boa no atendimento e rápida na entrega do produto,1,39.01,drinks,850.0,22.0,17.0,17.0,sao vicente,delivered,9.52,e9779976487b77c6d4ac45f75ec7afe9,1,2018-06-17 11:25:36,2018-06-18 15:04:00,2018-06-22 00:07:45,2018-07-03 00:00:00,2018-06-23 00:00:00,2018-06-23 09:49:50,praia grande,SP,SP,2018-06-21 11:39:30
5,credit_card,,Lindas toalhas o bordado de borboleta é um charme e as toalhas tbm são boas.,2,47.68,bed_bath_table,900.0,37.0,35.0,23.0,ribeirao pires,delivered,7.78,41b39e28db005d9731d9d485a83b4c38,1,2018-01-15 13:48:20,2018-01-16 16:12:10,2018-01-17 18:48:15,2018-02-01 00:00:00,2018-01-18 00:00:00,2018-01-18 23:06:00,santo andre,SP,SP,2018-01-23 13:58:25
1,boleto,PÉSSIMO ATENDIMENTO ,"Bom dia 

Comprei 5 cadeiras e só recebi 4.
Preciso saber como será meu reembolso de 1 cadeira.
 ",1,876.5,office_furniture,13350.0,57.0,22.0,56.0,angra dos reis,delivered,25.36,7c67e1448b00f6e969d365cea6b010ab,1,2018-02-28 16:47:08,2018-03-08 15:06:34,2018-04-12 00:05:00,2018-04-06 00:00:00,2018-04-11 00:00:00,2018-05-04 11:54:01,itaquaquecetuba,SP,RJ,2018-03-16 02:11:00
5,credit_card,,Já sou cliente antigo e confio da organização,1,32.62,health_beauty,225.0,45.0,14.0,10.0,sao paulo,delivered,8.72,f4aba7c0bca51484c30ab7bdc34bcdd1,1,2017-02-07 09:06:33,2017-02-10 14:04:13,2017-02-14 15:27:30,2017-03-02 00:00:00,2017-02-15 00:00:00,2017-02-16 11:42:17,sao paulo,SP,SP,2017-02-11 09:06:33
5,boleto,,"fui bem atendido, é uma empresa séria e profissional
",1,223.78,office_furniture,12275.0,40.0,38.0,54.0,santa maria,delivered,53.79,7c67e1448b00f6e969d365cea6b010ab,1,2017-08-01 20:18:00,2017-08-10 20:27:57,2017-08-17 17:21:54,2017-08-31 00:00:00,2017-08-18 00:00:00,2017-08-19 01:44:10,itaquaquecetuba,SP,RS,2017-08-15 03:05:47
5,credit_card,,"produto chegou bem antes do prazo estimado, recomendo",8,82.58,consoles_games,150.0,16.0,12.0,12.0,dias d'avila,delivered,16.79,37515688008a7a40ac93e3b2e4ab203f,1,2017-12-28 16:50:15,2018-01-02 14:10:20,2018-01-09 18:15:34,2018-02-01 00:00:00,2018-01-11 00:00:00,2018-01-11 13:56:05,dracena,SP,BA,2018-01-04 17:07:31
5,boleto,,Muito boa mais eu esperava mais ,1,117.94,cool_stuff,4475.0,44.0,31.0,24.0,aracruz,delivered,17.95,7a67c85e85bb2ce8582c35f2203ad736,1,2017-05-07 17:52:22,2017-05-09 12:44:25,2017-05-19 13:10:02,2017-06-02 00:00:00,2017-05-20 00:00:00,2017-05-23 02:52:27,sao paulo,SP,ES,2017-05-15 09:35:29
4,credit_card,,A ESTAMPA DO SITE ERA OUTRA. TECIDO MUITO FINO NOS DEMAIS TUDO BEM.,1,59.33,furniture_decor,1300.0,50.0,30.0,30.0,sao paulo,delivered,9.34,8a32e327fe2c1b3511609d81aaf9f042,1,2017-02-15 16:00:24,2017-02-16 15:16:55,2017-02-20 05:57:59,2017-03-14 00:00:00,2017-02-21 00:00:00,2017-02-22 11:17:13,sao paulo,SP,SP,2017-02-19 15:00:24
4,credit_card,,Excelente mercadoria. MT bem embalado.,9,137.56,furniture_decor,600.0,68.0,13.0,8.0,francisco morato,delivered,8.88,5a8e7d5003a1f221f9e1d6e411de7c23,1,2018-04-07 01:19:24,2018-04-10 23:37:36,2018-04-12 00:27:36,2018-04-26 00:00:00,2018-04-12 00:00:00,2018-04-15 16:42:36,campinas,SP,SP,2018-04-12 01:30:15
5,credit_card,,Muito bom...recomendo,1,72.75,baby,800.0,30.0,40.0,20.0,sao carlos,delivered,12.76,f45122a9ab94eb4f3f8953578bc0c560,1,2017-05-29 09:45:47,2017-05-29 14:40:54,2017-06-01 14:43:54,2017-06-19 00:00:00,2017-06-02 00:00:00,2017-06-03 00:49:33,piracicaba,SP,SP,2017-06-02 09:55:14
5,credit_card,,"Muito boa a compra, dentro do prazo.",3,126.11,perfumery,400.0,19.0,19.0,13.0,florianopolis,delivered,16.21,ef0ace09169ac090589d85746e3e036f,1,2017-11-27 10:32:51,2017-11-29 15:16:47,2017-12-07 19:48:32,2017-12-20 00:00:00,2017-12-08 00:00:00,2017-12-09 17:48:30,sao goncalo,RJ,SC,2017-12-01 11:14:36
4,credit_card,,Produto entregue antes do prazo.,1,5.7,fashion_bags_accessories,350.0,16.0,20.0,2.0,sao vicente,delivered,7.78,6560211a19b47992c3666cc44a7e94c0,1,2017-11-24 01:36:00,2017-11-24 18:58:36,2017-11-27 21:52:53,2017-12-08 00:00:00,2017-11-28 00:00:00,2017-11-28 17:24:13,sao paulo,SP,SP,2017-11-30 10:31:10
1,credit_card,,Recebi um produto que não foi o escolhido,10,366.52,consoles_games,600.0,17.0,14.0,5.0,rio de janeiro,delivered,16.62,4b1eaadf791bdbbad8c4a35b65236d52,1,2017-03-18 16:32:13,2017-03-23 16:34:25,2017-03-30 14:38:45,2017-04-26 00:00:00,2017-03-31 00:00:00,2017-04-03 14:51:59,ribeirao preto,SP,RJ,2017-04-06 16:32:13
1,boleto,,meu pedido nao veio comprei dois relogio branco so veio 1,1,125.56,watches_gifts,250.0,16.0,20.0,2.0,carapicuiba,delivered,7.78,6560211a19b47992c3666cc44a7e94c0,1,2017-10-26 06:12:37,2017-10-30 19:37:44,2017-10-31 19:04:41,2017-11-08 00:00:00,2017-11-01 00:00:00,2017-12-20 15:01:20,sao paulo,SP,SP,2017-11-03 03:06:36
5,credit_card,,Adorei é lindo!,8,267.65,bed_bath_table,4325.0,54.0,42.0,19.0,sao paulo,delivered,18.65,a3e9a2c700480d9bb01fba070ba80a0e,1,2018-04-27 13:51:05,2018-05-02 09:23:00,2018-05-08 12:08:47,2018-05-22 00:00:00,2018-05-09 00:00:00,2018-05-16 12:37:41,ibitinga,SP,SP,2018-05-04 14:09:08
1,credit_card,Ruim,"A rede é inadequada pra criança, pois o risco de acidente é eminente.A rede é muito estreita difícil de colocar o bebê nela. Minha bebê de 5 meses caiu 2 vezes. Caiu emcima do colchão mas se assustou ",1,87.42,baby,500.0,25.0,20.0,12.0,vitoria,delivered,17.42,c4fabeea6e569d42d02993bb1f4f1cbc,1,2018-06-30 18:37:30,2018-07-07 09:28:00,2018-07-23 22:58:30,2018-08-03 00:00:00,2018-07-24 00:00:00,2018-07-25 15:20:48,fortaleza,CE,ES,2018-07-05 19:50:05
1,credit_card,,"tentei fazer o cancelamento da compra e o site não permitiu. Depois consegui, mas o débito no cartão de crédito foi efetivado",1,53.05,electronics,150.0,19.0,16.0,12.0,goiania,delivered,34.15,128639473a139ac0f3e5f5ade55873a5,1,2017-11-29 09:47:31,2017-11-29 18:28:44,2017-12-18 12:49:40,2017-12-26 00:00:00,2017-12-19 00:00:00,2017-12-20 19:36:09,maringa,PR,GO,2017-12-05 09:57:34
5,credit_card,,muito bom obrigada ,3,135.23,perfumery,400.0,19.0,19.0,13.0,valparaiso de goias,delivered,17.53,ef0ace09169ac090589d85746e3e036f,1,2018-03-28 23:21:14,2018-03-29 18:18:33,2018-04-12 23:02:31,2018-04-23 00:00:00,2018-04-13 00:00:00,2018-04-16 19:44:52,sao goncalo,RJ,GO,2018-04-04 07:50:22
1,boleto,,Infelizmente comprei a segunda vez pois não vi o nome da loja. Demora muito a entregar e não há comunicação com o cliente. Péssima loja. Não voltaria a comprar e não recomendo a ninguém!,1,52.1,consoles_games,600.0,24.0,27.0,20.0,rio de janeiro,delivered,14.11,ce27a3cc3c8cc1ea79d11e561e9bebb6,1,2017-03-14 17:21:08,2017-03-22 10:55:51,2017-03-28 13:21:53,2017-04-07 00:00:00,2017-03-29 00:00:00,2017-08-20 19:53:39,sao paulo,SP,RJ,2017-03-23 17:21:08
5,boleto,,"Ótimo produto, chegou antes do prazo! ",1,49.72,furniture_decor,1250.0,16.0,16.0,32.0,sao paulo,delivered,11.73,8bd0f31cf0a614c658f6763bd02dea69,1,2017-01-23 13:40:55,2017-01-26 11:26:08,2017-01-30 08:42:04,2017-02-28 00:00:00,2017-01-31 00:00:00,2017-02-02 18:33:36,sao paulo,SP,SP,2017-01-27 13:40:55
5,credit_card,,Chegou antes do prazo ,4,212.1,cool_stuff,1950.0,33.0,19.0,44.0,caxias do sul,delivered,13.1,12b9676b00f60f3b700e83af21824c0e,1,2017-12-12 12:45:17,2017-12-15 20:55:04,2017-12-21 12:19:19,2018-01-09 00:00:00,2017-12-22 00:00:00,2017-12-24 14:56:46,montenegro,RS,RS,2017-12-26 12:52:30
3,credit_card,,"No anúncio falava que comprando o produto ganharia um brinde. Comprei 2 produtos, mas não recebi qualquer brinde.",1,370.6,sports_leisure,2693.0,29.0,26.0,28.0,paulista,delivered,36.4,c3cfdc648177fdbbbb35635a37472c53,1,2017-12-06 14:17:39,2017-12-07 16:52:20,2017-12-18 21:18:54,2018-01-08 00:00:00,2017-12-19 00:00:00,2017-12-20 15:28:23,curitiba,PR,PE,2017-12-14 14:30:31
1,credit_card,,"Meu pedido foi entregue pela metade. As réguas vieram, mas as tesouras não. Aguardo um retorno da loja",1,75.44,art,2800.0,70.0,30.0,12.0,gramado,delivered,9.73,2a6fbeaa7ab9e5d59a35841a8da71ce4,1,2018-03-24 09:28:05,2018-03-26 23:03:29,2018-04-02 23:54:35,2018-04-20 00:00:00,2018-04-03 00:00:00,2018-04-04 14:36:48,jaragua do sul,SC,RS,2018-03-29 11:32:50
1,credit_card,,"Não foi entregue a totalidade da nota, comprei dois vasos e só recebi um e na nota constam dois ou foi erro de expedição ou não sei. Já reclamei com voces e até agora não tenho solução. Atenciosamente",5,187.16,kitchen_dining_laundry_garden_furniture,5000.0,36.0,36.0,46.0,rio de janeiro,delivered,21.58,07bf9669d84d1f11be443a9dd938f698,1,2018-06-02 17:21:38,2018-06-04 10:15:00,2018-06-14 16:46:37,2018-07-25 00:00:00,2018-06-15 00:00:00,2018-06-17 22:25:50,sao paulo,SP,RJ,2018-06-11 17:31:35
5,credit_card,,Ótimo,10,134.18,health_beauty,350.0,29.0,24.0,20.0,gramado,delivered,17.19,431af27f296bc6519d890aa5a05fdb11,1,2017-04-26 18:11:15,2017-05-02 14:28:53,2017-05-12 13:13:39,2017-06-06 00:00:00,2017-05-13 00:00:00,2017-05-17 01:26:10,ribeirao preto,SP,RS,2017-05-03 18:22:21
5,credit_card,,"o produto chegou em bom estado, funcionado tudo correto.",4,216.13,toys,850.0,25.0,25.0,55.0,pinheiral,delivered,16.14,a673821011d0cec28146ea42f5ab767f,1,2018-01-21 11:06:49,2018-01-23 20:52:40,2018-01-28 19:36:39,2018-02-20 00:00:00,2018-01-29 00:00:00,2018-02-19 15:04:17,sao paulo,SP,RJ,2018-01-29 13:47:14
4,boleto,,"O serviço do site dessa vez foi otimo. 
Em relação ao produto + o frete = não tem uma boa relação custo benefício, pelo preço poderia ser melhor acabado, sporte tem apenas dois níveis de inclinação.",1,127.04,telephony,250.0,18.0,28.0,3.0,rio de janeiro,delivered,14.52,0db783cfcd3b73998abc6e10e59a102f,1,2017-02-18 22:49:19,2017-02-22 11:31:06,2017-03-02 12:06:06,2017-03-21 00:00:00,2017-03-03 00:00:00,2017-03-04 03:45:57,santos,SP,RJ,2017-02-22 21:49:19
4,credit_card,,Produto perfeito,8,259.46,market_place,250.0,16.0,12.0,4.0,sao joao del rei,delivered,19.56,7b1222c3624aa89b9558b50a2594188c,1,2018-03-11 11:49:11,2018-03-14 23:21:16,2018-04-04 22:11:10,2018-04-03 00:00:00,2018-04-05 00:00:00,2018-04-05 09:05:09,sao jose do rio preto,SP,MG,2018-03-15 12:10:03
3,credit_card,,"Os fones vieram jogados e as caixinhas em cada embalagem individual, nao gostei do produto ,achei de baixa qualidade.",1,7.64,cool_stuff,163.0,17.0,13.0,11.0,campinas,delivered,7.39,92eb0f42c21942b6552362b9b114707d,1,2018-03-25 16:43:56,2018-03-27 14:09:36,2018-03-29 16:19:02,2018-04-06 00:00:00,2018-03-30 00:00:00,2018-03-31 18:47:59,sao paulo,SP,SP,2018-03-29 16:55:50
5,credit_card,,Produto chegou antes do prazo! ,10,957.8,health_beauty,1200.0,28.0,18.0,5.0,campinas,delivered,22.8,b2ac621f0d0322434d04a12b078b9369,1,2017-11-24 23:59:24,2017-11-27 23:12:04,2017-12-05 23:46:54,2017-12-18 00:00:00,2017-12-06 00:00:00,2017-12-09 03:02:19,curitiba,PR,SP,2017-11-30 02:54:32
5,debit_card,Recomendo com certeza,"A forma de pagamento super fácil, e o produto chegou bem antes da data prevista. Fiquei muito satisfeita com o serviço prestado.",1,46.58,toys,125.0,22.0,14.0,7.0,jacarei,delivered,7.39,fd386aa7bed2af3c7035c65506c9b4a3,1,2018-08-17 09:07:02,2018-08-20 17:29:00,2018-08-21 18:34:57,2018-08-23 00:00:00,2018-08-22 00:00:00,2018-08-23 11:29:08,sao paulo,SP,SP,2018-08-23 10:50:24
5,credit_card,,Otimo Produto estou satisfeito,4,43.62,telephony,150.0,19.0,11.0,4.0,olinda,delivered,17.63,ef506c96320abeedfb894c34db06f478,1,2017-08-09 22:57:52,2017-08-11 19:52:27,2017-08-24 19:43:37,2017-09-13 00:00:00,2017-08-25 00:00:00,2017-08-26 05:00:26,sao paulo,SP,PE,2017-08-16 08:55:20
1,credit_card,,As franjas são curtas e o Cabo não para esticado se apertar a rosca plastica depois não consegue desenroscar .Não gostei não recomendo . Mirley,4,103.08,housewares,2200.0,48.0,25.0,25.0,sao paulo,delivered,13.18,91f848e9f4be368f4318775aac733370,1,2017-06-25 19:57:47,2017-06-27 09:43:46,2017-07-07 13:49:46,2017-07-07 00:00:00,2017-07-08 00:00:00,2017-07-15 01:51:15,sao paulo,SP,SP,2017-06-29 20:05:16
5,boleto,,Entrega antes do combinado. Sem problemas.,1,116.36,computers_accessories,250.0,35.0,20.0,8.0,porto alegre,delivered,21.46,bd0389da23d89b726abf911cccc54596,1,2017-10-11 09:00:39,2017-10-16 18:42:02,2017-10-23 15:42:49,2017-11-07 00:00:00,2017-10-24 00:00:00,2017-10-24 15:46:09,brasilia,DF,RS,2017-10-19 04:27:47
5,credit_card,Tudo certo. ,"O produto foi bem embalado, gostei da preocupação para que não ficasse solto na caixa e pudesse vazar.
",8,223.88,health_beauty,792.0,19.0,16.0,14.0,santos,delivered,23.98,620c87c171fb2a6dd6e8bb4dec959fc6,1,2018-06-02 20:57:36,2018-06-05 07:52:00,2018-06-19 20:48:46,2018-07-11 00:00:00,2018-06-20 00:00:00,2018-06-21 01:09:28,petropolis,RJ,SP,2018-06-12 09:51:35
1,credit_card,,"Meu pedido foi entregue pela metade. As réguas vieram, mas as tesouras não. Aguardo um retorno da loja",1,75.44,stationery,300.0,28.0,28.0,16.0,gramado,delivered,27.81,8b321bb669392f5163d04c59e235e066,1,2018-03-24 09:28:05,2018-03-26 23:03:29,2018-04-02 23:54:35,2018-04-20 00:00:00,2018-04-03 00:00:00,2018-04-04 14:36:48,sao paulo,SP,RS,2018-03-29 11:32:50
4,credit_card,,"O produto e bom, o envio foi rapido.",1,38.0,cool_stuff,300.0,18.0,12.0,7.0,divinopolis,delivered,15.1,f8db351d8c4c4c22c6835c19a46f01b0,1,2018-01-06 21:22:25,2018-01-08 16:55:00,2018-01-17 21:07:58,2018-02-05 00:00:00,2018-01-18 00:00:00,2018-01-20 07:32:38,salto,SP,MG,2018-01-11 21:31:27
2,credit_card,,O produto foi entregue dentro do prazo porém um dos produtos veio danificado.,3,133.64,cool_stuff,650.0,33.0,27.0,18.0,niquelandia,delivered,17.92,48436dade18ac8b2bce089ec2a041202,1,2017-08-14 12:22:14,2017-08-15 19:26:45,2017-08-30 17:07:13,2017-09-14 00:00:00,2017-08-31 00:00:00,2017-09-01 00:55:25,volta redonda,SP,GO,2017-08-18 13:05:16
5,credit_card,MUITO SATISFEITO ,"AMEI O PRODUTO, ENTREGA FEITA DENTRO DO PRAZO PREVISTO",8,103.04,housewares,1000.0,43.0,37.0,11.0,ubatuba,delivered,23.14,cac876b37d3abcd6bd76caca30277996,1,2018-05-06 00:15:18,2018-05-08 15:26:00,2018-05-17 21:38:32,2018-05-29 00:00:00,2018-05-18 00:00:00,2018-05-21 02:55:30,cascavel,PR,SP,2018-05-10 00:30:10
1,credit_card,,"Não recebi meu produto.
Vou atrás dos meus direitos.",1,47.53,sports_leisure,214.0,18.0,15.0,15.0,capanema,shipped,25.63,3fd1e727ba94cfe122d165e176ce7967,1,2018-02-23 13:07:38,2018-02-28 22:14:16,,2018-04-03 00:00:00,2018-04-05 00:00:00,2018-04-05 12:44:13,araraquara,SP,PA,2018-03-01 13:29:37
5,credit_card,,Produto muito bom,1,75.17,toys,700.0,20.0,20.0,35.0,itauna,delivered,15.17,8f119a0aee85c0c8fc534629734e94fd,1,2017-11-06 07:20:25,2017-11-09 10:11:31,2017-11-14 22:14:03,2017-11-28 00:00:00,2017-11-15 00:00:00,2017-11-18 08:46:49,barueri,SP,MG,2017-11-10 07:30:22
3,debit_card,,"APENAS O PRODUTO DEIXOU A DESEJAR PARECE MAIS UM LENÇOL DO QUE UMA COLCHA COBRE LEITO , ESPERAVA MAIS ..",1,116.94,bed_bath_table,1550.0,44.0,34.0,14.0,ibiam,delivered,17.94,4a3ca9315b744ce9f8e9374361493884,1,2018-01-14 17:00:58,2018-01-17 17:30:41,2018-02-14 19:46:57,2018-02-14 00:00:00,2018-02-15 00:00:00,2018-02-18 13:25:28,ibitinga,SP,SC,2018-01-19 09:35:20
5,credit_card,,Entregou antes do prazo muito bom satisfeito ,1,18.19,furniture_decor,500.0,30.0,26.0,16.0,itapevi,delivered,9.34,575df70bde3f9f2b30bf8d2e9910d725,1,2017-06-21 22:16:40,2017-06-23 12:22:34,2017-06-26 15:33:43,2017-07-12 00:00:00,2017-06-27 00:00:00,2017-06-27 23:14:28,sao jose do rio preto,SP,SP,2017-07-06 07:15:21
5,credit_card,,Recebi o produto conforme anuncio. Esta funcionando perfeitamente,5,50.1,electronics,200.0,31.0,38.0,18.0,patos de minas,delivered,15.1,ce27a3cc3c8cc1ea79d11e561e9bebb6,1,2017-07-21 15:23:58,2017-07-24 15:32:48,2017-07-31 22:44:27,2017-08-15 00:00:00,2017-08-01 00:00:00,2017-08-20 09:22:32,sao paulo,SP,MG,2017-07-28 16:03:17
2,credit_card,,"Colocaram nos status como entregue meu produto, quando na verdade recebi apenas um cadeado e uma carta de justificação de atraso na entrega. Mas, mesmo assim recomendo esta loja. ",10,1714.21,sports_leisure,24450.0,105.0,20.0,50.0,parnamirim,delivered,115.21,cf8ab1616079e2793aa29d524df01bb1,1,2018-01-14 12:57:25,2018-02-09 20:32:17,2018-02-27 16:21:48,2018-03-07 00:00:00,2018-02-28 00:00:00,2018-03-17 00:03:07,sao paulo,SP,PE,2018-02-01 13:09:20
3,boleto,Chatice!,Coisa mais chata isso de ficar perguntando a gente como foi a compra. Faz a sua obrigação e ponto final!,1,162.79,cool_stuff,125.0,16.0,12.0,12.0,brasilia,delivered,37.79,e9bc59e7b60fc3063eb2290deda4cced,1,2018-08-01 21:38:52,2018-08-10 15:41:00,2018-08-21 20:12:50,2018-08-28 00:00:00,2018-08-22 00:00:00,2018-08-23 14:13:26,maringa,PR,DF,2018-08-10 05:10:12
1,credit_card,,"O produto veio faltando a base e ja enviei inúmeros e-mails para lannister e não obtenho resposta, por mais q seja entregue por um parceiro acho q a responsabilidade é das lannister",2,420.13,baby,10750.0,38.0,44.0,47.0,sao luis,delivered,32.13,5dceca129747e92ff8ef7a997dc4f8ca,1,2017-07-28 11:29:32,2017-07-31 18:16:07,2017-08-19 14:07:16,2017-08-31 00:00:00,2017-08-20 00:00:00,2017-08-22 19:38:37,santa barbara d´oeste,SP,MA,2017-08-03 11:45:15
1,debit_card,produto com defeito,"comprei dois cartuchos de impressora que vieram embolorados, e falsificados.
e agora?",1,195.1,computers_accessories,180.0,17.0,13.0,10.0,sao jose,delivered,18.65,88460e8ebdecbfecb5f9601833981930,1,2018-06-14 15:41:47,2018-06-20 14:15:00,2018-06-27 14:28:38,2018-07-20 00:00:00,2018-06-28 00:00:00,2018-10-01 13:45:21,maringa,PR,SC,2018-06-26 15:59:57
4,credit_card,Ótimo atendimento,Recomendo a todos!,3,75.2,garden_tools,250.0,16.0,16.0,25.0,santo estevao,delivered,22.3,03a2a6dcbe45d639c4dc2a0d24769c40,1,2018-06-17 21:35:34,2018-06-19 13:57:00,2018-06-28 10:44:43,2018-07-20 00:00:00,2018-06-29 00:00:00,2018-06-29 19:23:35,maua,SP,BA,2018-06-21 21:53:44
